path,label,label_id,shape_area,shape_perimeter,shape_circularity,shape_aspect_ratio,shape_extent,shape_solidity,shape_equiv_diameter,shape_irregularity
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/37c72e1c-7981-4d84-9587-f5014b609230___RS_Early.B 7457.JPG,Potato___Early_blight,2,25741.0,1483.4357,0.14699341,0.9705882,0.46820545,0.6995692,181.03717,2.608261
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/e9fa8424-f050-4541-ab57-7d5853f3716c___JR_Sept.L.S 2545.JPG,Tomato_Septoria_leaf_spot,9,26123.0,891.24475,0.41327485,0.71311474,0.6152958,0.8582787,182.37553,1.5555376
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/150f2e9e-1317-492d-a926-3014853ea6de___UF.GRC_YLCV_Lab 03116.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,33313.5,891.4041,0.5268426,0.98712444,0.6216365,0.89410615,205.95161,1.3777156
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/c0f919fb-1cbb-47e6-9308-87796ab6acac___JR_HL 8734.JPG,Pepper__bell___healthy,1,38086.0,880.5828,0.61721265,1.004016,0.6118233,0.9213872,220.21036,1.2728658
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/115c36f2-2c97-4a9a-a091-3c6e976a5e79___UF.GRC_YLCV_Lab 01829.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,39756.0,1010.1909,0.48955968,1.0,0.6066284,0.87141216,224.98647,1.4292138
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/bd5f72f7-91de-43f7-a287-e4760518e045___JR_B.Spot 8847.JPG,Pepper__bell___Bacterial_spot,0,31728.0,824.92596,0.5858988,0.90039843,0.5593202,0.89329356,200.9909,1.3064376
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/92fabdc8-56a1-4d23-a075-4f9aa94c7193___JR_Sept.L.S 8487.JPG,Tomato_Septoria_leaf_spot,9,16671.0,818.4996,0.31270486,0.94196427,0.3527209,0.7365631,145.69206,1.7882683
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/ce9cef60-51af-4e89-bbe7-bf463d767e99___RS_HL 0614.JPG,Tomato_healthy,14,26263.0,859.328,0.44692668,0.9351852,0.6019206,0.84640175,182.86359,1.4958287
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688.JPG,Tomato_healthy,14,29291.0,774.15643,0.6141672,0.802521,0.64435303,0.93717706,193.11774,1.2760177
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/ea697bbb-9f03-4415-980e-9966f66f1e8c___Com.G_SpM_FL 8678.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,17981.5,867.42847,0.30030903,0.79310346,0.4212308,0.7446835,151.31013,1.8248022
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/7c1dc810-54ee-4442-86d5-6994d4736d92___RS_Erly.B 6430.JPG,Tomato_Early_blight,6,24726.0,1078.7838,0.26698992,0.8607595,0.5114172,0.75440496,177.43202,1.9353191
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/3331b5a5-229a-416e-9605-c279ec0cf414___Com.G_SpM_FL 1768.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,29503.0,774.0143,0.6188396,0.8893805,0.64947385,0.8994954,193.81534,1.2711914
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/51c56f1d-5f4f-490b-a129-93c84b669c31___YLCV_GCREC 5192.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,18540.0,746.3574,0.4182403,0.8301887,0.49689108,0.80756164,153.64198,1.5462762
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/29c03d6f-93d8-4dbe-b2f3-456970337a46___Com.G_SpM_FL 1485.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,15625.0,558.132,0.6303126,0.585,0.66773504,0.9425426,141.0474,1.2595692
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/27ffa018-265a-4ae7-9c3d-66586f28f342___GHLB2 Leaf 9044.JPG,Tomato_Late_blight,7,11447.0,654.96045,0.3353292,0.9668874,0.5192325,0.7676368,120.72602,1.7268885
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/1ba85df7-f8db-4da9-afe5-25dd506ee87c___JR_HL 7881.JPG,Pepper__bell___healthy,1,34671.5,814.9676,0.6559969,0.9196787,0.6080479,0.9395943,210.1074,1.2346649
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/50653809-a548-4b7e-898d-6e3dac85ac8d___RS_HL 9855.JPG,Tomato_healthy,14,30479.0,757.0437,0.6682957,0.8888889,0.6773111,0.9476712,196.9951,1.2232512
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/a9ebbd1c-8e4f-4ff9-b126-401cf57d3e4c___RS_HL 0328.JPG,Tomato_healthy,14,26786.5,880.2569,0.43441713,0.9264069,0.5418639,0.8422766,184.6771,1.5172129
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/68243147-87d2-4a8e-96ba-bf5388d2ea51___YLCV_GCREC 5466.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,32012.5,919.6539,0.47564247,0.9183673,0.5807256,0.87520844,201.89001,1.4499723
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/b6f44b41-cb67-47be-9cf5-958c517ff465___JR_B.Spot 9100.JPG,Pepper__bell___Bacterial_spot,0,29635.0,1016.725,0.36025319,0.97510374,0.523263,0.8017585,194.24843,1.666081
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/d7c6cfbf-059c-40b2-b920-8a1815c32374___GCREC_Bact.Sp 6063.JPG,Tomato_Bacterial_spot,5,32678.0,752.2985,0.7255793,0.8559322,0.68547577,0.94780654,203.97775,1.1739715
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/8a4dc6f9-2f54-4bdd-957f-d9fb709e1b26___GH_HL Leaf 302.1.JPG,Tomato_healthy,14,27388.5,782.7422,0.56174684,0.75103736,0.6278742,0.90541995,186.74078,1.3342268
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/36543f6a-1f3a-4371-8b0b-f60995a966a4___UF.GRC_YLCV_Lab 01266.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,30221.5,950.17365,0.42064905,0.9273504,0.5951692,0.8348942,196.16118,1.5418426
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/31ea8f3f-dd6c-4a88-bce3-b2311799ff6a___Com.G_TgS_FL 8390.JPG,Tomato__Target_Spot,11,33019.0,920.2397,0.48997268,0.8897959,0.6182176,0.8907323,205.03926,1.4286113
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/add7e2f3-37f3-42e8-952d-6703822d10b4___Com.G_SpM_FL 8870.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,28989.5,811.8549,0.55270547,0.86026204,0.6425975,0.91663504,192.12126,1.3450955
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/045e9a8d-bed0-4700-8d27-7f8d0735223e___GCREC_Bact.Sp 3848.JPG,Tomato_Bacterial_spot,5,33908.0,844.2985,0.5977505,0.95780593,0.6302719,0.92207706,207.78114,1.2934214
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/d84eb3b6-3321-4034-9bcc-d2cddb8a3467___RS_HL 0053.JPG,Tomato_healthy,14,31396.0,982.15643,0.4089996,1.0217391,0.58086956,0.8340351,199.93655,1.5636464
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/453d7ca2-7e73-4460-96e9-d49fe6512f1e___Com.G_TgS_FL 9749.JPG,Tomato__Target_Spot,11,26421.5,749.0853,0.5917043,0.79079497,0.5849217,0.90255857,183.41455,1.3000128
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/c3ea49c4-d133-49cd-82df-e347d7bb0c24___Matt.S_CG 1141.JPG,Tomato_Septoria_leaf_spot,9,30509.0,1028.8082,0.36221713,0.9518072,0.5169878,0.7731921,197.09203,1.661558
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/db085918-0f2d-425a-8b10-ed5b7e6e4eb4___JR_Sept.L.S 2531.JPG,Tomato_Septoria_leaf_spot,9,26095.0,927.35236,0.38130948,0.98268396,0.49764478,0.75484526,182.27777,1.6194264
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/ea84c71c-2ed3-44d2-9577-6e08131d6c6d___JR_HL 8200.JPG,Pepper__bell___healthy,1,33111.0,828.5584,0.6060883,0.89068824,0.6093301,0.9391859,205.3247,1.2844939
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/a20a5c58-38e3-4fe3-8bdb-1ce02169a6a3___RS_HL 0512.JPG,Tomato_healthy,14,27951.5,782.5412,0.57358867,0.8853211,0.6643414,0.93005806,188.65034,1.3203824
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/748290c1-48f9-46ab-bf30-70db00d1aa76___JR_Sept.L.S 2547.JPG,Tomato_Septoria_leaf_spot,9,31475.0,971.9554,0.4186807,0.8879668,0.61028814,0.87312925,200.18794,1.5454627
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/7e09e564-5d3c-45ce-ad09-938ca19aae07___YLCV_NREC 0269.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,16144.5,632.5168,0.5070962,0.7336683,0.55567217,0.84699124,143.373,1.4042836
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/e3540464-df30-4477-8bf6-66501f270508___Com.G_SpM_FL 8501.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,18867.5,874.65894,0.30991796,0.8214286,0.45777124,0.7463558,154.99306,1.7962908
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/f348eaf2-65ef-47b1-af84-ffdedc4599e9___RS_Late.B 4895.JPG,Tomato_Late_blight,7,23384.5,1075.3696,0.2541104,0.84765625,0.42094794,0.75610703,172.55165,1.9837584
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/f2cf1271-b257-452e-8c4f-1db1ff8babd5___JR_HL 5883.JPG,Pepper__bell___healthy,1,26333.5,744.8011,0.59653765,0.8584071,0.6006181,0.9000906,183.10886,1.2947356
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/c8a610ce-ef41-42b4-ad46-fe82891ac4e0___GH_HL Leaf 258.JPG,Tomato_healthy,14,19557.0,763.18585,0.42194074,0.75103736,0.4483391,0.7801891,157.7997,1.5394807
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/cd76ee4d-d516-4189-b40b-12959dc02f91___RS_Erly.B 7798.JPG,Tomato_Early_blight,6,13766.0,581.16144,0.51218164,0.57281554,0.5663156,0.900121,132.39114,1.3972946
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/4ae80701-db36-4003-a20c-925d66bdfb68___RS_HL 0602.JPG,Tomato_healthy,14,30408.5,810.2569,0.5820488,0.9956522,0.57734007,0.89220273,196.76714,1.3107513
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/502048b3-912d-4930-9dba-e2b6de5399ee___Com.G_TgS_FL 7868.JPG,Tomato__Target_Spot,11,25223.5,866.8011,0.42186776,0.80803573,0.6221266,0.8545414,179.20815,1.539614
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/526b3cf6-007f-483a-93e7-c2722dee99a2___UF.GRC_YLCV_Lab 02124.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,26056.5,710.0315,0.6494873,0.8862559,0.66037714,0.920513,182.14325,1.2408367
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/3290a3a9-07b9-40a0-948b-3c346ee4e202___JR_HL 5920.JPG,Pepper__bell___healthy,1,30042.5,776.4823,0.62615633,0.9647577,0.6043188,0.90728575,195.57939,1.2637426
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/ecfc161f-11f6-449f-80c1-1b0254f5179a___RS_LB 4279.JPG,Potato___Late_blight,3,28961.0,874.86707,0.47548768,0.8634361,0.650926,0.92176706,192.0268,1.4502083
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/486e621f-336e-42c5-a1c8-d9ccde04ec4e___YLCV_NREC 0147.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,20292.5,688.1148,0.53854704,0.7116279,0.6168871,0.8832234,160.73958,1.3626621
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/0e07d1ac-39e3-404a-b14e-3218ee74e6bd___YLCV_NREC 2784.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,16485.5,665.6295,0.46757025,0.9823529,0.58067983,0.8300856,144.87923,1.462435
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/ff07f986-68db-49c2-9664-d154c2606228___UF.GRC_BS_Lab Leaf 0254.JPG,Tomato_Bacterial_spot,5,9028.5,724.2081,0.21632099,0.69714284,0.42288056,0.652254,107.216805,2.1500604
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/d0be9a48-d0f6-4d34-9c80-3eb7631e2d8d___RS_Early.B 8143.JPG,Potato___Early_blight,2,38772.0,919.8133,0.57587564,0.9915612,0.6961487,0.93998426,222.18471,1.317758
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/16c1b712-2c55-4a8d-899f-cc0e725d4835___GH_HL Leaf 314.JPG,Tomato_healthy,14,22297.5,816.17365,0.42063063,0.88340807,0.50755733,0.8482814,168.4935,1.5418764
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/13cbc6d9-c5b3-42c8-8228-e11affd93c9b___Com.G_TgS_FL 8137.JPG,Tomato__Target_Spot,11,33287.0,811.328,0.63546497,0.8816326,0.629006,0.93010324,205.86967,1.2544525
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/92abc2a8-b18b-45f9-bf9a-c774cc040ac7___GHLB2 Leaf 149.2.JPG,Tomato_Late_blight,7,4365.5,323.9239,0.5228269,1.0114943,0.5702064,0.8293123,74.55419,1.3829963
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/30374887-5005-4023-a9af-62af0d0c2872___GCREC_Bact.Sp 3822.JPG,Tomato_Bacterial_spot,5,31253.0,846.15643,0.54852986,0.9259259,0.5716141,0.8551688,199.48071,1.3502054
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/2967e646-0a62-4db8-a568-57c1e14c93b5___JR_Sept.L.S 8428.JPG,Tomato_Septoria_leaf_spot,9,13878.5,903.0021,0.21388231,0.74285716,0.3112469,0.5410405,132.93102,2.1622832
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_mosaic_virus/b2cb36e6-ff72-4518-b344-a6500af4fa40___PSU_CG 2332.JPG,Tomato__Tomato_mosaic_virus,13,20116.5,675.97266,0.55322784,0.91709846,0.58887327,0.88439727,160.041,1.3444602
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/6dd1bc0c-72c3-420c-aa48-c3bb4ca8dc7c___GHLB2 Leaf 83.1.JPG,Tomato_Late_blight,7,40663.0,863.44574,0.68539226,1.0171673,0.7363684,0.9524958,227.53844,1.2078984
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_mosaic_virus/5455c7dd-3208-49aa-b5f7-b1d76ad73959___PSU_CG 2122.JPG,Tomato__Tomato_mosaic_virus,13,15122.0,742.75946,0.34444726,0.5907173,0.4557565,0.72791165,138.75853,1.7038785
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/ab429711-fce5-4ae7-a8d0-7a2db40da25d___JR_HL 8014.JPG,Pepper__bell___healthy,1,37462.5,901.10974,0.579764,0.9558233,0.6321505,0.88021755,218.4004,1.3133315
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/9d26dd65-36c0-4ff0-a1b8-5e6e7ea5e058___JR_B.Spot 8991.JPG,Pepper__bell___Bacterial_spot,0,34392.0,866.6417,0.5754242,0.9453781,0.6422409,0.9139274,209.25882,1.3182747
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/1845b2ba-6148-4a10-8f95-51f032893c37___YLCV_NREC 2703.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,15368.5,808.03156,0.29579085,0.85714287,0.40657407,0.67927074,139.88489,1.8386862
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/e5a3c9fd-64a6-426f-a0a0-2fd28a7852d0___Crnl_L.Mold 6575.JPG,Tomato_Leaf_Mold,8,21888.0,802.09753,0.42752507,1.084507,0.44485092,0.9015941,166.93912,1.5293934
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/709bddcf-5c54-4fad-8a22-890c00e839a4___RS_LB 4732.JPG,Potato___Late_blight,3,38224.0,833.21027,0.6918896,0.9957447,0.6951082,0.95445466,220.60895,1.2022135
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/fae08468-fe96-4604-9b86-bfe4c4f06999___RS_Erly.B 9530.JPG,Tomato_Early_blight,6,30629.0,960.86707,0.41688478,0.9458333,0.5622063,0.87226075,197.47925,1.5487881
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/f845fbab-129e-489a-b5b4-ba7a14679972___Com.G_TgS_FL 1130.JPG,Tomato__Target_Spot,11,34224.5,885.91376,0.5479792,0.9876543,0.58683985,0.8980098,208.74863,1.3508837
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/6540f85e-9ccc-4bf0-a770-0693f08652c6___UF.GRC_YLCV_Lab 09542.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,39220.5,1023.865,0.47015125,0.9375,0.6383545,0.8774848,223.46608,1.4584153
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/50d87798-e696-4845-89d8-13de30ebbdcd___GHLB2 Leaf 8818.JPG,Tomato_Late_blight,7,14281.5,656.0315,0.4169983,0.57788944,0.6240551,0.8172298,134.84721,1.5485772
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/8de02bb2-f5ca-478b-b6c6-b488c329da35___JR_HL 7942.JPG,Pepper__bell___healthy,1,35289.5,872.9676,0.5819144,1.0281124,0.5536129,0.88099307,211.97166,1.3109026
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/3889dc64-ba9e-4ac1-b6e3-06d5c84bee0a___GHLB2 Leaf 8866.JPG,Tomato_Late_blight,7,10765.5,497.4041,0.546796,0.60115606,0.5983493,0.87057257,117.077156,1.3523445
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/4ca81b91-8c98-4877-bed7-3f36d77986fa___YLCV_NREC 2697.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,23619.5,729.2275,0.5581546,0.97073174,0.57898027,0.87214756,173.4165,1.3385135
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/67d2fd78-d897-4e0c-831c-e8d373829a9f___YLCV_GCREC 2198.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,32871.5,787.8305,0.6655241,0.9213974,0.6803017,0.9432281,204.58078,1.2257957
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/5c701153-8a6c-4661-a943-a7467312552f___Com.G_SpM_FL 9033.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,18279.5,683.2864,0.49200404,0.8484849,0.549528,0.87394816,152.55878,1.4256591
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/4d0a8955-1ad3-4181-9d08-4bedf2cdc4b6___GCREC_Bact.Sp 3657.JPG,Tomato_Bacterial_spot,5,29974.5,855.4529,0.5147183,0.9330544,0.562405,0.8703523,195.35793,1.3938472
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/164501b7-bd68-4d8e-a39b-199b5cfaf04e___UF.GRC_YLCV_Lab 03114.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,36267.0,916.9016,0.54209584,0.8979592,0.67285717,0.9074236,214.88736,1.3581945
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/38df156b-eafd-4610-9649-67c51d016a13___UF.GRC_YLCV_Lab 01776.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,37581.5,945.8894,0.52784115,1.0166667,0.6417606,0.87782633,218.74701,1.3764117
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/0e669afb-1315-4903-b7ca-1a0ffa95d454___RS_Late.B 5626.JPG,Tomato_Late_blight,7,7278.0,618.8183,0.2388337,0.59042555,0.34876364,0.6160748,96.263374,2.0462193
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/93ac9f1d-6694-44db-ad77-b9b8470cab1b___GHLB2 Leaf 8796.JPG,Tomato_Late_blight,7,2001.5,264.46805,0.3595995,1.0757576,0.42712334,0.6804352,50.48157,1.6675946
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/6beaecfa-1194-470b-9004-fe2eaf8df406___JR_HL 5923.JPG,Pepper__bell___healthy,1,28490.5,762.19806,0.6162746,0.85294116,0.5896945,0.9280595,190.46057,1.2738341
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot 9094.JPG,Pepper__bell___Bacterial_spot,0,36983.5,1128.8254,0.36472395,0.96747965,0.6316783,0.7802755,216.99966,1.655838
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/45fc3f1c-6ccc-4ffd-a0a9-f53cbe4e71a1___GH_HL Leaf 206.1.JPG,Tomato_healthy,14,27422.5,797.48737,0.54183775,0.7805907,0.6254419,0.9096111,186.85666,1.3585179
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/e623a5a9-edc8-4c81-ada4-68b3ebadfc7e___RS_HL 0082.JPG,Tomato_healthy,14,24833.0,824.70056,0.45882437,0.7288136,0.6117708,0.8715168,177.81552,1.4763073
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/c42e79e4-76c0-406e-9779-6168330f4ca5___RS_Early.B 9008.JPG,Potato___Early_blight,2,34670.0,1448.6072,0.20761676,0.9375,0.56429034,0.7952473,210.10287,2.1946678
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/f2f807a2-8777-4a1f-a33b-d1826d9d36c8___GCREC_Bact.Sp 3786.JPG,Tomato_Bacterial_spot,5,33102.5,791.42847,0.66412115,0.9724771,0.71625626,0.92769563,205.29836,1.2270898
